,Description,Location Description,Arrest,Domestic,beatnum,Language,housingcrowdedpct,belowpovertypct,adultnojobpct,adultnohighschoolpct,under18above64pct,incomepercapita,hardshipindex,Temperature,Snowfall,Severity
17415,49,25,0,0,18201,1,3.8,46.6,28.0,28.5,42.5,11888,94,50.7,19.8,0
1108,68,15,1,0,3345,1,1.1,11.4,4.7,2.6,17.0,60058,5,48.7,52.7,0
10038,14,5,1,0,12270,3,1.5,14.7,5.7,3.1,13.5,65526,3,48.7,52.7,1
4492,33,27,1,0,4701,1,3.2,16.8,8.2,14.8,26.2,31908,23,54.5,30.1,1
12372,46,9,1,0,18345,1,3.3,27.8,24.0,14.5,40.3,18881,60,54.5,30.1,1
12270,74,5,1,0,18345,1,2.8,31.1,20.0,14.0,35.7,19398,55,51.5,57.9,0
6464,20,4,0,0,10850,1,6.3,28.6,22.6,24.4,37.9,15957,73,50.7,19.8,0
14395,83,34,1,0,22849,1,3.3,25.9,19.4,20.5,42.1,16563,62,50.7,19.8,1
15252,20,5,0,0,15501,1,11.9,29.0,23.0,41.5,38.9,12765,91,48.7,54.2,0
7848,8,1,0,0,12345,1,8.2,42.4,19.6,21.3,43.2,12961,83,54.5,30.1,0
9970,22,25,0,1,12270,3,1.5,14.7,5.7,3.1,13.5,65526,3,48.7,54.2,1
16398,19,49,1,0,28845,1,7.6,27.9,17.1,31.2,40.6,13231,80,54.5,30.1,0
7497,34,27,1,0,12345,1,9.4,41.7,25.8,24.5,43.6,10934,92,50.7,19.8,0
14234,4,5,1,0,13701,1,3.3,25.9,19.4,20.5,42.1,16563,62,48.7,54.2,0
12086,3,27,1,0,18345,1,2.8,31.1,20.0,14.0,35.7,19398,55,51.5,57.9,0
6127,4,28,1,0,10850,1,6.3,28.6,22.6,24.4,37.9,15957,73,48.7,52.7,0
1557,19,25,1,0,3345,1,0.8,12.3,5.1,3.6,21.5,71551,2,54.5,30.1,0
16533,9,42,1,0,28845,1,7.6,27.9,17.1,31.2,40.6,13231,80,51.5,57.9,0
955,22,27,1,1,3345,1,3.4,10.9,8.2,13.4,25.5,37524,17,48.7,52.7,1
1160,29,25,1,0,3345,1,1.1,11.4,4.7,2.6,17.0,60058,5,48.7,54.2,0
19529,123,4,1,0,37845,1,0.8,13.2,15.0,10.8,40.3,27149,30,54.5,30.1,1
2064,22,27,1,1,3870,1,1.9,12.9,7.0,2.5,22.6,88669,1,50.7,19.8,1
19458,49,5,0,0,37845,1,1.1,16.9,20.8,13.7,42.6,19713,48,48.7,54.2,0
74,6,15,0,0,1336,1,7.7,23.6,8.7,18.2,27.5,23939,39,54.5,30.1,1
18064,7,5,1,0,20001,1,3.6,29.6,23.0,16.5,41.0,17285,66,48.7,52.7,0
14608,112,4,0,0,22849,1,3.3,17.1,9.6,19.2,42.9,22677,44,51.5,57.9,0
18097,68,27,1,0,20001,1,3.6,29.6,23.0,16.5,41.0,17285,66,48.7,52.7,0
19862,37,4,0,0,37845,1,4.1,18.2,9.2,9.7,23.8,33385,19,50.7,19.8,1
8127,68,27,0,0,12345,1,3.8,20.6,10.7,9.6,22.2,44689,15,51.5,57.9,0
1992,74,5,1,0,3870,1,1.9,12.9,7.0,2.5,22.6,88669,1,48.7,54.2,0
18545,17,5,1,0,21801,1,4.0,10.4,11.7,17.7,36.9,23482,37,48.7,54.2,1
17924,68,27,0,0,20001,1,3.6,29.6,23.0,16.5,41.0,17285,66,50.7,19.8,0
17409,6,27,1,0,18201,1,3.8,46.6,28.0,28.5,42.5,11888,94,51.5,57.9,1
9891,22,25,1,1,12270,3,1.5,14.7,5.7,3.1,13.5,65526,3,50.7,19.8,1
18439,0,5,0,0,21801,1,4.0,10.4,11.7,17.7,36.9,23482,37,54.5,30.1,0
2092,68,5,1,0,3870,1,1.9,12.9,7.0,2.5,22.6,88669,1,48.7,52.7,0
6729,47,5,1,0,10850,1,6.3,28.6,22.6,24.4,37.9,15957,73,50.7,19.8,1
5930,22,4,0,1,10850,1,2.3,14.7,6.6,12.9,21.7,43198,10,51.5,57.9,1
9031,66,25,1,1,13845,1,7.4,43.1,21.2,27.6,42.7,12034,87,51.5,57.9,1
11067,49,5,0,0,16845,1,5.6,42.1,28.6,25.4,42.8,13785,88,54.5,30.1,0
5761,77,37,1,0,7470,1,2.3,14.7,6.6,12.9,21.7,43198,10,50.7,19.8,1
16914,68,25,1,0,28845,1,4.8,34.4,35.9,26.3,40.7,11317,89,54.5,30.1,0
17201,26,28,1,0,28845,1,4.8,34.4,35.9,26.3,40.7,11317,89,48.7,52.7,0
6287,22,27,1,1,10850,1,6.3,28.6,22.6,24.4,37.9,15957,73,50.7,19.8,1
13361,88,9,0,0,17070,1,2.1,11.5,20.0,11.0,44.0,28887,38,48.7,54.2,0
111,1,15,1,0,1336,1,7.7,23.6,8.7,18.2,27.5,23939,39,48.7,52.7,1
637,7,8,1,0,1336,1,3.8,24.0,8.9,11.8,22.2,35787,20,48.7,54.2,0
7744,8,1,0,0,12345,1,8.2,42.4,19.6,21.3,43.2,12961,83,54.5,30.1,0
3878,49,4,0,0,4701,1,10.8,18.7,14.6,37.3,37.3,15461,70,54.5,30.1,0
11023,22,27,1,1,16845,1,5.6,42.1,28.6,25.4,42.8,13785,88,51.5,57.9,1
13806,49,5,0,0,13701,1,2.5,19.8,20.3,16.9,41.2,17949,52,50.7,19.8,0
3240,17,5,1,0,5070,1,6.3,13.1,10.0,22.4,31.6,27249,34,48.7,54.2,1
2490,49,9,0,0,3870,2,2.0,5.4,9.0,11.5,39.5,32875,21,48.7,52.7,0
356,8,1,0,0,1336,1,7.8,17.2,8.8,20.8,38.5,23040,46,48.7,54.2,0
14137,59,4,1,1,13701,1,6.8,19.2,12.1,31.9,42.8,17104,64,48.7,54.2,1
12474,38,38,0,0,18345,1,3.3,27.8,24.0,14.5,40.3,18881,60,51.5,57.9,1
277,49,38,0,0,1336,1,7.7,23.6,8.7,18.2,27.5,23939,39,50.7,19.8,0
15104,4,37,1,0,15501,1,7.2,18.7,13.4,32.9,35.6,16954,61,54.5,30.1,0
3180,117,5,0,0,5070,1,6.3,13.1,10.0,22.4,31.6,27249,34,51.5,57.9,0
13176,7,5,1,0,17070,1,4.7,29.8,19.7,26.6,41.1,16579,75,54.5,30.1,0
11132,81,27,1,0,16845,1,5.6,42.1,28.6,25.4,42.8,13785,88,50.7,19.8,0
129,38,4,1,0,1336,1,7.7,23.6,8.7,18.2,27.5,23939,39,51.5,57.9,1
2475,84,44,0,0,3870,2,1.1,3.3,6.5,7.4,35.3,40959,8,51.5,57.9,0
14403,6,5,0,0,22849,1,3.3,25.9,19.4,20.5,42.1,16563,62,48.7,54.2,1
18056,22,27,1,1,20001,1,3.6,29.6,23.0,16.5,41.0,17285,66,50.7,19.8,1
8854,8,6,0,0,13845,1,7.4,43.1,21.2,27.6,42.7,12034,87,48.7,54.2,0
12384,17,5,1,0,18345,1,3.3,27.8,24.0,14.5,40.3,18881,60,48.7,54.2,1
8179,22,27,1,1,12345,1,3.8,20.6,10.7,9.6,22.2,44689,15,54.5,30.1,1
2083,17,56,1,0,3870,1,1.9,12.9,7.0,2.5,22.6,88669,1,48.7,54.2,1
3966,81,27,0,0,4701,1,6.9,20.5,13.1,41.6,36.4,15089,71,50.7,19.8,0
15741,55,25,1,0,21870,1,15.8,23.4,18.2,51.5,38.8,12171,93,51.5,57.9,0
15350,88,27,0,0,15501,1,11.9,29.0,23.0,41.5,38.9,12765,91,48.7,52.7,0
9762,81,9,1,0,12270,3,1.5,14.7,5.7,3.1,13.5,65526,3,48.7,54.2,0
4796,29,0,1,0,7470,1,14.8,33.9,17.3,35.4,38.0,13781,85,48.7,54.2,0
18168,69,38,0,0,21801,1,3.6,29.6,23.0,16.5,41.0,17285,66,48.7,52.7,1
9819,17,5,0,0,12270,3,1.5,14.7,5.7,3.1,13.5,65526,3,50.7,19.8,1
4498,75,5,1,0,4701,1,3.2,16.8,8.2,14.8,26.2,31908,23,54.5,30.1,0
13813,68,25,1,0,13701,1,2.5,19.8,20.3,16.9,41.2,17949,52,50.7,19.8,0
16886,33,16,0,0,28845,1,4.8,34.4,35.9,26.3,40.7,11317,89,48.7,52.7,1
410,4,5,1,0,1336,1,7.8,17.2,8.8,20.8,38.5,23040,46,51.5,57.9,0
1102,68,47,1,0,3345,1,1.1,11.4,4.7,2.6,17.0,60058,5,51.5,57.9,0
14363,7,56,1,0,22849,1,3.3,25.9,19.4,20.5,42.1,16563,62,48.7,52.7,0
17018,19,16,1,0,28845,1,4.8,34.4,35.9,26.3,40.7,11317,89,51.5,57.9,0
13942,46,4,1,0,13701,1,1.5,21.6,22.8,13.1,38.6,20588,51,48.7,54.2,1
2760,8,2,1,0,5070,1,11.3,19.2,10.0,32.9,32.0,21323,53,48.7,52.7,0
4414,105,5,1,1,4701,1,3.2,16.8,8.2,14.8,26.2,31908,23,54.5,30.1,1
8237,33,27,1,0,12345,1,3.8,20.6,10.7,9.6,22.2,44689,15,54.5,30.1,1
13716,68,25,1,0,13701,1,2.5,19.8,20.3,16.9,41.2,17949,52,48.7,54.2,0
15282,6,27,1,0,15501,1,11.9,29.0,23.0,41.5,38.9,12765,91,48.7,52.7,1
16257,29,2,1,0,21870,1,7.6,27.9,17.1,31.2,40.6,13231,80,50.7,19.8,0
3777,49,5,0,0,4701,1,10.8,18.7,14.6,37.3,37.3,15461,70,48.7,54.2,0
14537,68,27,1,0,22849,1,5.8,56.5,34.6,27.5,51.5,8201,98,51.5,57.9,0
1624,22,25,1,1,3870,1,0.8,12.3,5.1,3.6,21.5,71551,2,50.7,19.8,1
19536,125,27,1,1,37845,1,0.8,13.2,15.0,10.8,40.3,27149,30,48.7,52.7,0
14849,11,0,1,0,22849,1,8.5,14.1,16.5,35.9,39.2,16134,67,54.5,30.1,0
1209,16,25,1,1,3345,1,1.1,11.4,4.7,2.6,17.0,60058,5,48.7,54.2,0
14880,17,89,1,0,22849,1,14.4,23.6,13.9,45.1,39.3,13089,84,51.5,57.9,1
7784,17,5,1,0,12345,1,8.2,42.4,19.6,21.3,43.2,12961,83,48.7,52.7,1
3051,65,5,0,0,5070,1,4.1,11.6,12.6,19.3,34.0,24336,35,51.5,57.9,0
16643,22,27,1,1,28845,1,7.6,27.9,17.1,31.2,40.6,13231,80,51.5,57.9,1
3613,34,25,1,0,5070,1,10.8,18.7,14.6,37.3,37.3,15461,70,50.7,19.8,0
10204,171,5,0,0,12270,3,1.3,13.8,4.9,7.4,21.8,59077,7,54.5,30.1,1
3064,6,4,1,0,5070,1,4.1,11.6,12.6,19.3,34.0,24336,35,50.7,19.8,1
9624,11,5,1,0,12270,1,9.6,25.8,15.8,40.7,32.6,16444,76,54.5,30.1,0
10623,5,2,1,0,16845,1,3.3,29.3,24.3,15.9,39.5,23472,57,48.7,52.7,0
19161,41,16,0,0,37845,1,4.0,27.6,28.3,18.5,41.9,15528,74,50.7,19.8,0
15929,4,5,1,0,21870,1,2.7,8.9,9.5,18.8,37.6,25113,29,51.5,57.9,0
15937,19,12,1,0,21870,1,2.7,8.9,9.5,18.8,37.6,25113,29,54.5,30.1,0
3274,33,27,1,0,5070,1,6.3,13.1,10.0,22.4,31.6,27249,34,48.7,52.7,1
17864,17,5,1,0,20001,1,3.8,46.6,28.0,28.5,42.5,11888,94,48.7,54.2,1
101,6,27,1,0,1336,1,7.7,23.6,8.7,18.2,27.5,23939,39,50.7,19.8,1
10931,22,25,1,1,16845,1,2.4,21.7,15.7,11.3,35.4,35911,26,50.7,19.8,1
10491,68,25,1,0,16845,3,1.8,29.6,18.2,14.3,30.7,23791,47,48.7,52.7,0
3718,18,19,1,1,5070,1,10.8,18.7,14.6,37.3,37.3,15461,70,51.5,57.9,0
9460,7,5,1,0,12270,1,15.2,30.7,15.8,54.8,33.8,10402,96,48.7,52.7,0
19101,22,9,0,1,37845,1,4.0,27.6,28.3,18.5,41.9,15528,74,48.7,54.2,1
16344,9,16,1,0,21870,1,7.6,27.9,17.1,31.2,40.6,13231,80,48.7,54.2,0
7525,49,37,0,0,12345,1,9.4,41.7,25.8,24.5,43.6,10934,92,48.7,54.2,0
19875,68,27,0,0,37845,1,4.1,18.2,9.2,9.7,23.8,33385,19,51.5,57.9,0
19612,22,27,0,0,37845,1,0.8,13.2,15.0,10.8,40.3,27149,30,48.7,52.7,1
15572,17,5,1,0,21870,1,11.9,29.0,23.0,41.5,38.9,12765,91,51.5,57.9,1
12310,22,27,1,1,18345,1,2.8,31.1,20.0,14.0,35.7,19398,55,48.7,52.7,1
16727,1,34,0,1,28845,1,4.8,34.4,35.9,26.3,40.7,11317,89,48.7,52.7,1
13138,33,25,1,0,17070,1,4.7,29.8,19.7,26.6,41.1,16579,75,48.7,54.2,1
15691,7,44,1,0,21870,1,11.1,15.6,16.7,37.0,37.7,15754,69,48.7,52.7,0
5629,7,4,1,0,7470,1,2.3,14.7,6.6,12.9,21.7,43198,10,50.7,19.8,0
157,4,2,1,0,1336,1,7.7,23.6,8.7,18.2,27.5,23939,39,54.5,30.1,0
6470,6,4,0,0,10850,1,6.3,28.6,22.6,24.4,37.9,15957,73,48.7,52.7,1
2017,22,25,1,1,3870,1,1.9,12.9,7.0,2.5,22.6,88669,1,51.5,57.9,1
18799,49,4,0,0,37845,1,4.0,27.6,28.3,18.5,41.9,15528,74,54.5,30.1,0
10454,68,0,1,0,16845,3,1.8,29.6,18.2,14.3,30.7,23791,47,51.5,57.9,0
19826,83,27,1,1,37845,1,4.1,18.2,9.2,9.7,23.8,33385,19,50.7,19.8,1
1409,68,25,1,0,3345,1,1.1,11.4,4.7,2.6,17.0,60058,5,50.7,19.8,0
18528,3,25,1,0,21801,1,4.0,10.4,11.7,17.7,36.9,23482,37,48.7,54.2,0
2114,115,4,0,0,3870,1,1.9,12.9,7.0,2.5,22.6,88669,1,48.7,54.2,0
16075,7,3,1,0,21870,1,5.8,14.9,9.6,33.6,39.6,16907,56,50.7,19.8,0
8840,17,5,1,0,13845,1,7.4,43.1,21.2,27.6,42.7,12034,87,48.7,52.7,1
13035,22,4,1,1,17070,1,4.7,29.8,19.7,26.6,41.1,16579,75,48.7,54.2,1
9181,12,4,1,0,13845,1,15.2,30.7,15.8,54.8,33.8,10402,96,48.7,52.7,1
11670,7,4,1,0,18345,1,2.8,31.1,20.0,14.0,35.7,19398,55,54.5,30.1,0
19446,17,5,1,0,37845,1,1.1,16.9,20.8,13.7,42.6,19713,48,48.7,52.7,1
14721,17,5,1,0,22849,1,2.6,8.8,11.3,19.3,38.1,26353,32,50.7,19.8,1
6873,3,27,0,0,10850,1,6.3,28.6,22.6,24.4,37.9,15957,73,48.7,52.7,0
7849,47,27,1,0,12345,1,8.2,42.4,19.6,21.3,43.2,12961,83,48.7,52.7,1
2447,6,50,1,0,3870,1,1.9,12.9,7.0,2.5,22.6,88669,1,54.5,30.1,1
8812,17,5,1,0,13845,1,7.4,43.1,21.2,27.6,42.7,12034,87,48.7,52.7,1
16617,49,5,0,0,28845,1,7.6,27.9,17.1,31.2,40.6,13231,80,54.5,30.1,0
9803,34,27,1,1,12270,3,1.5,14.7,5.7,3.1,13.5,65526,3,54.5,30.1,0
3380,33,27,1,0,5070,1,6.3,13.1,10.0,22.4,31.6,27249,34,50.7,19.8,1
14016,18,5,1,0,13701,1,4.0,29.2,16.3,21.0,39.5,14685,65,48.7,52.7,0
6006,6,37,0,0,10850,1,6.3,28.6,22.6,24.4,37.9,15957,73,48.7,52.7,1
3757,68,25,1,0,4701,1,10.8,18.7,14.6,37.3,37.3,15461,70,48.7,54.2,0
8114,6,4,1,0,12345,1,3.8,20.6,10.7,9.6,22.2,44689,15,51.5,57.9,1
18197,19,34,1,0,21801,1,3.6,29.6,23.0,16.5,41.0,17285,66,54.5,30.1,0
4857,34,27,1,1,7470,1,14.8,33.9,17.3,35.4,38.0,13781,85,54.5,30.1,0
10430,7,27,1,0,16845,3,1.8,29.6,18.2,14.3,30.7,23791,47,51.5,57.9,0
4704,7,5,1,0,7470,1,3.2,16.8,8.2,14.8,26.2,31908,23,51.5,57.9,0
6835,46,5,1,0,10850,1,6.3,28.6,22.6,24.4,37.9,15957,73,48.7,52.7,1
12859,4,5,1,0,17070,1,4.7,29.8,19.7,26.6,41.1,16579,75,48.7,52.7,0
18679,3,25,1,0,21801,1,4.0,27.6,28.3,18.5,41.9,15528,74,51.5,57.9,0
3964,7,4,1,0,4701,1,6.9,20.5,13.1,41.6,36.4,15089,71,48.7,54.2,0
16995,17,5,1,0,28845,1,4.8,34.4,35.9,26.3,40.7,11317,89,48.7,54.2,1
9864,22,27,1,0,12270,3,1.5,14.7,5.7,3.1,13.5,65526,3,54.5,30.1,1
16939,19,25,1,0,28845,1,4.8,34.4,35.9,26.3,40.7,11317,89,50.7,19.8,0
2657,6,2,1,0,5070,2,1.1,7.5,6.8,4.9,40.5,44164,11,48.7,52.7,1
8108,49,44,0,0,12345,1,3.8,20.6,10.7,9.6,22.2,44689,15,51.5,57.9,0
2185,7,5,1,0,3870,1,1.9,12.9,7.0,2.5,22.6,88669,1,48.7,54.2,0
16478,17,0,1,0,28845,1,7.6,27.9,17.1,31.2,40.6,13231,80,50.7,19.8,1
19630,33,25,1,0,37845,1,0.8,13.2,15.0,10.8,40.3,27149,30,50.7,19.8,1
1670,22,44,1,1,3870,1,0.8,12.3,5.1,3.6,21.5,71551,2,48.7,52.7,1
14343,6,5,1,0,22849,1,3.3,25.9,19.4,20.5,42.1,16563,62,48.7,52.7,1
15831,19,16,1,0,21870,1,15.8,23.4,18.2,51.5,38.8,12171,93,48.7,52.7,0
7660,7,22,1,0,12345,1,8.2,42.4,19.6,21.3,43.2,12961,83,54.5,30.1,0
18454,6,9,1,0,21801,1,4.0,10.4,11.7,17.7,36.9,23482,37,54.5,30.1,1
11615,11,5,1,0,18345,1,2.9,30.7,23.4,16.5,36.1,18672,58,54.5,30.1,0
10439,94,27,1,1,16845,3,1.8,29.6,18.2,14.3,30.7,23791,47,54.5,30.1,0
2404,11,5,1,0,3870,1,1.9,12.9,7.0,2.5,22.6,88669,1,54.5,30.1,0
10220,17,5,1,0,12270,3,1.3,13.8,4.9,7.4,21.8,59077,7,48.7,52.7,1
3326,6,27,0,1,5070,1,6.3,13.1,10.0,22.4,31.6,27249,34,54.5,30.1,1
7652,33,27,1,0,12345,1,8.2,42.4,19.6,21.3,43.2,12961,83,50.7,19.8,1
4563,19,27,1,0,4701,1,3.2,16.8,8.2,14.8,26.2,31908,23,51.5,57.9,0
18422,19,33,1,0,21801,1,4.0,10.4,11.7,17.7,36.9,23482,37,48.7,52.7,0
19825,9,1,1,0,37845,1,4.1,18.2,9.2,9.7,23.8,33385,19,50.7,19.8,0
9801,11,5,1,0,12270,3,1.5,14.7,5.7,3.1,13.5,65526,3,48.7,52.7,0
3276,22,4,1,1,5070,1,6.3,13.1,10.0,22.4,31.6,27249,34,48.7,52.7,1
16879,13,28,0,0,28845,1,4.8,34.4,35.9,26.3,40.7,11317,89,48.7,54.2,0
6918,7,37,1,0,10850,1,6.3,28.6,22.6,24.4,37.9,15957,73,48.7,52.7,0
9885,31,27,1,0,12270,3,1.5,14.7,5.7,3.1,13.5,65526,3,48.7,54.2,0
12831,49,5,0,0,17070,4,1.4,17.2,21.1,10.6,39.3,24454,41,48.7,52.7,0
9201,17,5,1,1,13845,1,15.2,30.7,15.8,54.8,33.8,10402,96,54.5,30.1,1
287,1,0,0,0,1336,1,7.7,23.6,8.7,18.2,27.5,23939,39,51.5,57.9,1
7298,98,5,0,0,12345,1,6.3,28.6,22.6,24.4,37.9,15957,73,50.7,19.8,0
6922,34,27,1,1,10850,1,6.3,28.6,22.6,24.4,37.9,15957,73,48.7,54.2,0
2676,17,5,1,0,5070,2,1.1,7.5,6.8,4.9,40.5,44164,11,48.7,52.7,1
17248,6,80,0,0,18201,1,4.8,34.4,35.9,26.3,40.7,11317,89,54.5,30.1,1
15366,7,34,0,0,15501,1,11.9,29.0,23.0,41.5,38.9,12765,91,54.5,30.1,0
17004,148,15,1,0,28845,1,4.8,34.4,35.9,26.3,40.7,11317,89,54.5,30.1,0
15833,19,16,1,0,21870,1,15.8,23.4,18.2,51.5,38.8,12171,93,48.7,52.7,0
628,6,46,0,0,1336,1,3.8,24.0,8.9,11.8,22.2,35787,20,48.7,54.2,1
17213,29,5,1,0,28845,1,4.8,34.4,35.9,26.3,40.7,11317,89,48.7,52.7,0
15843,6,4,1,0,21870,1,15.8,23.4,18.2,51.5,38.8,12171,93,48.7,54.2,1
2267,61,5,0,0,3870,1,1.9,12.9,7.0,2.5,22.6,88669,1,51.5,57.9,0
5143,6,25,1,0,7470,1,14.8,33.9,17.3,35.4,38.0,13781,85,50.7,19.8,1
12367,22,5,1,1,18345,1,3.3,27.8,24.0,14.5,40.3,18881,60,48.7,52.7,1
8580,69,47,0,0,13845,1,3.8,20.6,10.7,9.6,22.2,44689,15,48.7,52.7,1
14823,146,86,1,0,22849,1,8.5,14.1,16.5,35.9,39.2,16134,67,54.5,30.1,0
4636,20,5,0,0,7470,1,3.2,16.8,8.2,14.8,26.2,31908,23,50.7,19.8,0
3540,4,3,1,0,5070,1,8.1,15.3,13.8,23.5,38.6,22014,50,48.7,54.2,0
8150,33,19,1,0,12345,1,3.8,20.6,10.7,9.6,22.2,44689,15,48.7,54.2,1
4400,21,28,1,0,4701,1,3.2,16.8,8.2,14.8,26.2,31908,23,51.5,57.9,0
13685,59,25,1,0,13701,1,2.5,19.8,20.3,16.9,41.2,17949,52,48.7,54.2,1
12917,22,34,1,1,17070,1,4.7,29.8,19.7,26.6,41.1,16579,75,50.7,19.8,1
7615,33,27,1,0,12345,1,9.4,41.7,25.8,24.5,43.6,10934,92,50.7,19.8,1
13973,6,34,1,0,13701,1,1.5,21.6,22.8,13.1,38.6,20588,51,48.7,54.2,1
1340,93,5,0,0,3345,1,1.1,11.4,4.7,2.6,17.0,60058,5,51.5,57.9,0
14967,11,5,1,0,15501,1,14.4,23.6,13.9,45.1,39.3,13089,84,48.7,52.7,0
1586,68,19,1,0,3870,1,0.8,12.3,5.1,3.6,21.5,71551,2,48.7,52.7,0
1090,35,27,1,1,3345,1,1.1,11.4,4.7,2.6,17.0,60058,5,50.7,19.8,0
7472,33,27,1,1,12345,1,9.4,41.7,25.8,24.5,43.6,10934,92,48.7,54.2,1
16572,5,27,1,0,28845,1,7.6,27.9,17.1,31.2,40.6,13231,80,54.5,30.1,0
16352,68,25,1,0,21870,1,7.6,27.9,17.1,31.2,40.6,13231,80,48.7,52.7,0
12864,17,5,1,0,17070,1,4.7,29.8,19.7,26.6,41.1,16579,75,48.7,54.2,1
7564,17,5,1,0,12345,1,9.4,41.7,25.8,24.5,43.6,10934,92,48.7,52.7,1
15964,9,0,1,0,21870,1,2.7,8.9,9.5,18.8,37.6,25113,29,48.7,52.7,0
11267,65,4,0,0,16845,3,1.5,18.4,8.4,4.3,26.2,39056,14,48.7,52.7,0
13619,55,27,1,0,13701,1,2.5,19.8,20.3,16.9,41.2,17949,52,48.7,52.7,0
15656,17,19,1,0,21870,1,11.9,29.0,23.0,41.5,38.9,12765,91,48.7,52.7,1
1759,5,27,1,0,3870,1,0.8,12.3,5.1,3.6,21.5,71551,2,48.7,52.7,0
16092,19,2,1,0,21870,1,5.8,14.9,9.6,33.6,39.6,16907,56,48.7,52.7,0
15412,25,37,0,0,15501,1,11.9,29.0,23.0,41.5,38.9,12765,91,54.5,30.1,0
16272,5,27,1,0,21870,1,7.6,27.9,17.1,31.2,40.6,13231,80,48.7,52.7,0
15988,52,4,1,0,21870,1,2.7,8.9,9.5,18.8,37.6,25113,29,50.7,19.8,1
570,7,5,1,0,1336,1,3.8,24.0,8.9,11.8,22.2,35787,20,48.7,54.2,0
7570,33,27,1,0,12345,1,9.4,41.7,25.8,24.5,43.6,10934,92,48.7,54.2,1
10317,68,31,0,0,12270,3,5.7,40.1,16.7,34.5,38.3,16148,82,54.5,30.1,0
1690,22,0,0,1,3870,1,0.8,12.3,5.1,3.6,21.5,71551,2,51.5,57.9,1
1811,49,4,0,0,3870,1,1.9,12.9,7.0,2.5,22.6,88669,1,48.7,52.7,0
6962,49,4,0,0,10850,1,6.3,28.6,22.6,24.4,37.9,15957,73,48.7,52.7,0
2969,9,27,1,0,5070,1,4.1,11.6,12.6,19.3,34.0,24336,35,54.5,30.1,0
3659,77,37,0,0,5070,1,10.8,18.7,14.6,37.3,37.3,15461,70,48.7,54.2,1
15131,51,5,1,0,15501,1,7.2,18.7,13.4,32.9,35.6,16954,61,50.7,19.8,1
19129,7,19,1,0,37845,1,4.0,27.6,28.3,18.5,41.9,15528,74,51.5,57.9,0
12785,202,4,0,0,17070,4,1.4,17.2,21.1,10.6,39.3,24454,41,48.7,54.2,0
16152,7,49,1,0,21870,1,7.6,27.9,17.1,31.2,40.6,13231,80,48.7,52.7,0
2625,32,4,1,0,5070,2,2.7,8.6,12.4,13.4,35.5,27751,25,50.7,19.8,1
18919,34,25,1,0,37845,1,4.0,27.6,28.3,18.5,41.9,15528,74,48.7,54.2,0
17487,139,25,1,1,18201,1,3.8,46.6,28.0,28.5,42.5,11888,94,48.7,54.2,0
15267,4,5,1,0,15501,1,11.9,29.0,23.0,41.5,38.9,12765,91,48.7,54.2,0
7712,22,25,0,1,12345,1,8.2,42.4,19.6,21.3,43.2,12961,83,50.7,19.8,1
13872,30,48,1,0,13701,1,2.5,19.8,20.3,16.9,41.2,17949,52,54.5,30.1,0
11880,37,48,0,0,18345,1,2.8,31.1,20.0,14.0,35.7,19398,55,54.5,30.1,1
2791,44,4,1,1,5070,1,11.3,19.2,10.0,32.9,32.0,21323,53,51.5,57.9,0
7251,6,5,0,0,12345,1,6.3,28.6,22.6,24.4,37.9,15957,73,48.7,54.2,1
6280,4,5,1,0,10850,1,6.3,28.6,22.6,24.4,37.9,15957,73,48.7,52.7,0
11689,17,44,1,0,18345,1,2.8,31.1,20.0,14.0,35.7,19398,55,48.7,52.7,1
15545,6,4,1,0,21870,1,11.9,29.0,23.0,41.5,38.9,12765,91,54.5,30.1,1
19751,33,27,1,0,37845,2,3.6,15.4,7.1,10.9,30.3,25828,24,48.7,54.2,1
1420,68,25,1,0,3345,1,1.1,11.4,4.7,2.6,17.0,60058,5,50.7,19.8,0
16514,7,4,1,0,28845,1,7.6,27.9,17.1,31.2,40.6,13231,80,51.5,57.9,0
5710,6,5,1,0,7470,1,2.3,14.7,6.6,12.9,21.7,43198,10,48.7,54.2,1
148,34,14,1,1,1336,1,7.7,23.6,8.7,18.2,27.5,23939,39,50.7,19.8,0
11948,11,5,0,0,18345,1,2.8,31.1,20.0,14.0,35.7,19398,55,50.7,19.8,0
552,19,0,1,0,1336,1,7.8,17.2,8.8,20.8,38.5,23040,46,51.5,57.9,0
13288,17,5,1,0,17070,1,2.1,11.5,20.0,11.0,44.0,28887,38,51.5,57.9,1
2147,11,5,1,0,3870,1,1.9,12.9,7.0,2.5,22.6,88669,1,50.7,19.8,0
19672,65,5,0,0,37845,1,0.8,13.2,15.0,10.8,40.3,27149,30,48.7,52.7,0
10784,11,5,1,0,16845,1,3.3,29.3,24.3,15.9,39.5,23472,57,51.5,57.9,0
2293,46,5,1,0,3870,1,1.9,12.9,7.0,2.5,22.6,88669,1,51.5,57.9,1
192,42,5,1,0,1336,1,7.7,23.6,8.7,18.2,27.5,23939,39,50.7,19.8,0
6697,93,5,0,0,10850,1,6.3,28.6,22.6,24.4,37.9,15957,73,50.7,19.8,0
16991,37,37,0,0,28845,1,4.8,34.4,35.9,26.3,40.7,11317,89,48.7,54.2,1
18906,17,5,1,0,37845,1,4.0,27.6,28.3,18.5,41.9,15528,74,54.5,30.1,1
